date,time,request_id,intervention,action,editor,profile_id,profile_type
21-04-2025,08:28:54.758,GDhIGpzNwYhDoREABNGh,Add task to project,Task description,tiny-react_73482504821745224132452,120027,STUDENT
21-04-2025,08:30:32.900,GDhIMXckUd9GIeAABNQR,Add task to project,Task description,tiny-react_18414423521745224232603,119908,STUDENT
21-04-2025,08:33:25.727,GDhIWbRsfgfQ,Add task to project,Task description,tiny-react_97897603021745224405185,120052,STUDENT
21-04-2025,08:34:26.128,GDhIZ8SaqyWjmWsABNYB,Add task to project,Task description,tiny-react_33011406721745224463277,120089,STUDENT
21-04-2025,08:51:11.008,GDhJUbwexTy7qR0ABN2R,Add task to project,Task description,tiny-react_49017176021745225469778,120033,STUDENT
21-04-2025,08:53:10.392,GDhJbYf1I1biNoQABN6R,Add task to project,Task description,tiny-react_22386530331745225590396,119975,STUDENT
21-04-2025,09:03:20.332,GDhJ,Add task to project,Task description,tiny-react_86906699121745226196136,120061,STUDENT
21-04-2025,09:20:51.093,GDhK8DF2ZmrwkhoABOmx,Activity Submission,Add New Submission/Input Text,tiny-react_17124691621745227248736,119177,STUDENT
21-04-2025,09:24:29.578,GDhLIxAztuERDvoABOsR,Add task to project,Task description,tiny-react_88086899321745227468353,119909,STUDENT
21-04-2025,09:31:04.106,GDhLfuvegKtltUIABO7x,Activity Submission,Add New Submission/Input Text,tiny-react_75791710331745227863017,119177,STUDENT
21-04-2025,09:48:04.389,GDhMbHl3c67mQ2sABPiB,Activity Submission,Add New Submission/Input Text,tiny-react_81936839521745228879822,120115,STUDENT
21-04-2025,09:59:43.399,GDhNDzm3_TEZ,Add task to project,Task description,tiny-react_42680681421745229573559,120051,STUDENT
21-04-2025,10:01:14.984,GDhNJIyfluXlSE0ABQBx,Add task to project,Task description,tiny-react_8373209021745229639454,119903,STUDENT
21-04-2025,10:01:43.806,GDhNK0KSHF1ubXUABQGB,Add task to project,Task description,tiny-react_77180479121745229702026,119975,STUDENT
21-04-2025,10:03:46.429,GDhNR892FApuqDYABQRh,Activity Submission,Add New Submission/Input Text,tiny-react_95291108521745229826178,119191,STUDENT
21-04-2025,10:34:07.034,GDhO77Pw1ngVqvIABRTh,Activity Submission,Add New Submission/Input Text,tiny-react_10915566121745231646604,120052,STUDENT
21-04-2025,10:35:48.754,GDhPB2LrUnXEGJAABRgB,Activity Submission,Add New Submission/Input Text,tiny-react_49875246851745231748712,120052,STUDENT
21-04-2025,10:58:04.637,GDhQPmux6MnuXPsABR6B,Activity Submission,Add New Submission/Input Text,tiny-react_39167620721745233084116,119913,STUDENT
21-04-2025,11:17:04.935,GDhRR,Activity Submission,Add New Submission/Input Text,tiny-react_62417243421745234222272,119917,STUDENT
19-04-2025,13:58:47.183,GDe88cNQe,Activity Submission,Add New Submission/Input Text,tiny-react_20490201621745071122972,119975,STUDENT
19-04-2025,13:23:43.979,GDe7CBKFxiE8EPoAAmRB,Activity Submission,Add New Submission/Input Text,tiny-react_95883248421745069022507,119907,STUDENT
19-04-2025,14:29:56.205,GDe,Activity Submission,Add New Submission/Input Text,tiny-react_74909918631745072994542,119975,STUDENT
19-04-2025,16:05:15.871,GDfD2KRMu81FpTMAAocx,Activity Submission,Add New Submission/Input Text,tiny-react_23130820031745078714812,119908,STUDENT
19-04-2025,16:10:18.051,GDfEHv,Activity Submission,Add New Submission/Input Text,tiny-react_94306453141745079017136,119908,STUDENT
19-04-2025,16:50:59.849,GDfGV4Yoqshi1xwAApAR,Activity Submission,Add New Submission/Input Text,tiny-react_73323038121745081459688,119912,STUDENT
